INSEE_COM;Annee;Nb_mutations;NbMaisons;NbApparts;propmaison;propappart;PrixMoyen;Prixm2Moyen;SurfaceMoy
34124;2023;1;1;0;100;0;250000;3333;75
34126;2023;69;27;42;39.1304347826087;60.8695652173913;116523.333333333;2197.02898550725;54.1739130434783
34127;2023;34;32;2;94.1176470588235;5.88235294117647;313997.058823529;3596.64705882353;93.1470588235294
34128;2023;23;21;2;91.304347826087;8.69565217391304;210940.652173913;2174.39130434783;94.4347826086957
34129;2023;205;90;115;43.9024390243902;56.0975609756098;385377.063414634;4818.80487804878;80.8439024390244
34130;2023;35;35;0;100;0;251148.885714286;2554.6;98.3714285714286
34131;2023;9;9;0;100;0;378971.666666667;3776.88888888889;102.666666666667
34132;2023;3;3;0;100;0;195870;2269.66666666667;81.6666666666667
34133;2023;1;0;1;0;100;95000;1792;53
34134;2023;27;22;5;81.4814814814815;18.5185185185185;335311;3622.55555555556;91.7407407407407
34135;2023;49;46;3;93.8775510204082;6.12244897959184;184355.714285714;1959.59183673469;94.469387755102
34136;2023;16;16;0;100;0;221230.25;2508.8125;102.0625
34137;2023;1;1;0;100;0;742000;7000;106
34138;2023;4;4;0;100;0;142981;2190.75;70.5
34139;2023;14;14;0;100;0;289226.785714286;2436.14285714286;119.214285714286
34140;2023;34;32;2;94.1176470588235;5.88235294117647;251808.029411765;2678.73529411765;102.676470588235
34141;2023;9;8;1;88.8888888888889;11.1111111111111;165667.888888889;1671.33333333333;95.8888888888889
34142;2023;118;60;58;50.8474576271186;49.1525423728814;141291.720338983;1722.72881355932;78.9576271186441
34143;2023;34;30;4;88.2352941176471;11.7647058823529;268667.411764706;3790.44117647059;76.2058823529412
34144;2023;11;10;1;90.9090909090909;9.09090909090909;123321.727272727;1466.36363636364;85
34145;2023;388;196;192;50.5154639175258;49.4845360824742;210039.863402062;2779.69329896907;75.6546391752577
34146;2023;35;31;4;88.5714285714286;11.4285714285714;283583.228571429;3256.17142857143;89.9142857142857
34147;2023;56;54;2;96.4285714285714;3.57142857142857;222866.553571429;2366.33928571429;90.8035714285714
34148;2023;60;54;6;90;10;216081.866666667;2219.95;95.75
34149;2023;11;11;0;100;0;192650.909090909;1915;97.2727272727273
34150;2023;308;153;155;49.6753246753247;50.3246753246753;210779.691558442;4029.16233766234;55.5616883116883
34151;2023;86;63;23;73.2558139534884;26.7441860465116;243043.430232558;3009.6976744186;82.1162790697674
34152;2023;3;3;0;100;0;245666.666666667;2289.66666666667;120.333333333333
34153;2023;12;11;1;91.6666666666667;8.33333333333333;420964.166666667;4237.83333333333;101.25
34154;2023;359;131;228;36.4902506963788;63.5097493036212;303379.080779944;4993.39832869081;61.3175487465181
34155;2023;32;32;0;100;0;241608.65625;2471.09375;96.4375
34157;2023;191;107;84;56.020942408377;43.979057591623;278516.706806283;3673.94240837696;75.7748691099476
34159;2023;33;28;5;84.8484848484848;15.1515151515152;321108.666666667;4027.66666666667;83.3333333333333
34160;2023;4;4;0;100;0;226500;2389.5;89.75
34161;2023;52;51;1;98.0769230769231;1.92307692307692;240298.019230769;2463.11538461538;97.75
34162;2023;73;58;15;79.4520547945205;20.5479452054795;177243.01369863;2285.09589041096;78.5068493150685
34163;2023;39;38;1;97.4358974358974;2.56410256410256;334851.58974359;3335.89743589744;101.487179487179
34164;2023;3;3;0;100;0;384333.333333333;3508.66666666667;107.333333333333
34165;2023;30;22;8;73.3333333333333;26.6666666666667;245021;2983.96666666667;79.2333333333333
34166;2023;54;49;5;90.7407407407407;9.25925925925926;223419.185185185;2361.16666666667;91.9444444444444
34167;2023;6;6;0;100;0;387871.666666667;2546.5;124.833333333333
34168;2023;2;2;0;100;0;82875;1471;57.5
34169;2023;42;30;12;71.4285714285714;28.5714285714286;685063.761904762;5589.38095238095;125.333333333333
34170;2023;10;9;1;90;10;167554;1672.9;94.2
34172;2023;4604;460;4144;9.99131190269331;90.0086880973067;207953.235664639;3568.90486533449;59.1822328410078
34173;2023;15;15;0;100;0;256137.266666667;3612.33333333333;83
34174;2023;7;7;0;100;0;248411.428571429;2616.57142857143;96.2857142857143
34175;2023;2;2;0;100;0;158250;1872.5;90
34176;2023;27;26;1;96.2962962962963;3.7037037037037;399818.888888889;4082;96.8148148148148
34177;2023;1;0;1;0;100;80000;1290;62
34178;2023;51;47;4;92.156862745098;7.84313725490196;151813.333333333;1856.19607843137;83.8823529411765
34179;2023;18;15;3;83.3333333333333;16.6666666666667;389634.166666667;3806.66666666667;101.888888888889
34180;2023;20;18;2;90;10;151124.5;1944.9;76.9
34181;2023;25;25;0;100;0;195455;2356.8;85.36
34182;2023;27;26;1;96.2962962962963;3.7037037037037;260621.111111111;2615.14814814815;102.111111111111
34183;2023;65;58;7;89.2307692307692;10.7692307692308;174565.292307692;1962.55384615385;86.1846153846154
34184;2023;11;11;0;100;0;115426.727272727;1697.36363636364;67.2727272727273
34185;2023;5;5;0;100;0;372767;3248.8;115.8
34186;2023;5;5;0;100;0;88950;1244.2;78.6
34187;2023;8;7;1;87.5;12.5;84598.75;977.5;104.125
34188;2023;2;2;0;100;0;190850;2111;88.5
34189;2023;34;31;3;91.1764705882353;8.82352941176471;131261.617647059;1767.20588235294;77.0882352941177
34190;2023;3;3;0;100;0;82516.6666666667;893;114
34191;2023;4;4;0;100;0;77846.25;2022.5;47.75
34192;2023;213;17;196;7.981220657277;92.018779342723;249876.394366197;5562.86384976526;46.8215962441315
34193;2023;6;6;0;100;0;172330;1845.33333333333;80.6666666666667
34194;2023;64;58;6;90.625;9.375;208282.34375;2394.21875;87.4375
34195;2023;2;2;0;100;0;202257;2198.5;92.5
34196;2023;3;2;1;66.6666666666667;33.3333333333333;70000;1099.66666666667;66
34197;2023;13;13;0;100;0;166768.461538462;2076.38461538462;75
34198;2023;114;87;27;76.3157894736842;23.6842105263158;421520.201754386;4754.42105263158;91.1929824561404
34199;2023;128;66;62;51.5625;48.4375;214998.3125;2451.28125;87.921875
34200;2023;4;4;0;100;0;301200;1826.75;146.75
34201;2023;4;4;0;100;0;166292.5;1499;112.75
34202;2023;81;59;22;72.8395061728395;27.1604938271605;316768.024691358;3631.95061728395;86.9382716049383
34203;2023;17;16;1;94.1176470588235;5.88235294117647;262386.588235294;2908.58823529412;92.7058823529412
34204;2023;23;21;2;91.304347826087;8.69565217391304;251751.173913043;2842.17391304348;87.4782608695652
34206;2023;8;7;1;87.5;12.5;230909.75;2474;98.125
34207;2023;52;51;1;98.0769230769231;1.92307692307692;242708.019230769;2754.53846153846;86.9615384615385
34208;2023;3;3;0;100;0;240850;2226.66666666667;103
34209;2023;130;115;15;88.4615384615385;11.5384615384615;199954.446153846;3594.99230769231;60.3230769230769
34210;2023;30;28;2;93.3333333333333;6.66666666666667;255215.7;2764.06666666667;87.5333333333333
34211;2023;13;13;0;100;0;125091.769230769;1451.69230769231;83.8461538461538
34212;2023;2;2;0;100;0;294000;2592.5;115
34213;2023;71;49;22;69.0140845070423;30.9859154929577;275486.943661972;3286.28169014085;86.4084507042254
34214;2023;18;16;2;88.8888888888889;11.1111111111111;201358.611111111;2053.5;96.2777777777778
34215;2023;9;8;1;88.8888888888889;11.1111111111111;175694.444444444;2039.22222222222;94.1111111111111
34216;2023;5;5;0;100;0;221000;2218.4;100.2
34217;2023;62;41;21;66.1290322580645;33.8709677419355;363349.35483871;4173.41935483871;85.1935483870968
34218;2023;5;5;0;100;0;335327;2227.2;146.2
34219;2023;12;12;0;100;0;111279.583333333;1457.66666666667;76.5833333333333
34220;2023;1;1;0;100;0;356800;3273;109
34221;2023;7;7;0;100;0;174015.714285714;2340;88.2857142857143
34222;2023;5;5;0;100;0;466750;4078;113.6
34223;2023;19;19;0;100;0;206925;2067.42105263158;95.1578947368421
34224;2023;25;22;3;88;12;284659;2758.36;104
34225;2023;57;55;2;96.4912280701754;3.50877192982456;191623.105263158;1926.68421052632;99.7017543859649
34226;2023;34;34;0;100;0;168947.058823529;1692.08823529412;97.4705882352941
34227;2023;30;25;5;83.3333333333333;16.6666666666667;396901.9;3841.86666666667;102.7
34228;2023;1;1;0;100;0;135000;1421;95
34229;2023;15;14;1;93.3333333333333;6.66666666666667;194049.666666667;1991.66666666667;107.733333333333
34230;2023;5;5;0;100;0;112908.2;1568.6;74
34232;2023;17;15;2;88.2352941176471;11.7647058823529;155441.176470588;2076.35294117647;78.6470588235294
34233;2023;3;3;0;100;0;95550;1162;78.6666666666667
34234;2023;6;6;0;100;0;230984.5;2384.83333333333;97
34235;2023;11;11;0;100;0;147640.818181818;1747.09090909091;83
34236;2023;2;1;1;50;50;1237710;5378.5;185
34237;2023;52;49;3;94.2307692307692;5.76923076923077;188250.173076923;2044.63461538462;91.2884615384615
34239;2023;76;60;16;78.9473684210526;21.0526315789474;231500.434210526;2772.28947368421;85.5526315789474
34240;2023;43;29;14;67.4418604651163;32.5581395348837;403227.76744186;4536.06976744186;88.8372093023256
34241;2023;10;10;0;100;0;268174.6;2737.9;96.3
34242;2023;4;4;0;100;0;335192.5;3204.75;121.25
34243;2023;17;16;1;94.1176470588235;5.88235294117647;197771.411764706;2389.41176470588;83
34244;2023;43;24;19;55.8139534883721;44.1860465116279;316048.953488372;3903.11627906977;80.1395348837209
34245;2023;28;27;1;96.4285714285714;3.57142857142857;135976.25;1609.07142857143;81.5357142857143
34246;2023;23;20;3;86.9565217391304;13.0434782608696;265302.565217391;3241.39130434783;83.2173913043478
34247;2023;44;40;4;90.9090909090909;9.09090909090909;612631.045454545;4471.45454545455;138.636363636364
34248;2023;5;5;0;100;0;426390;2600.2;170.6
34249;2023;23;21;2;91.304347826087;8.69565217391304;434769.782608696;3917.34782608696;111.652173913043
34250;2023;6;6;0;100;0;115941.666666667;1442.66666666667;83.5
34251;2023;5;4;1;80;20;128972.6;1675.8;72.6
34252;2023;4;3;1;75;25;90000;1043.25;74.25
34254;2023;12;11;1;91.6666666666667;8.33333333333333;287878.916666667;3090.33333333333;96.25
34255;2023;113;89;24;78.7610619469027;21.2389380530973;495590.017699115;4345.90265486726;109.035398230088
34256;2023;25;23;2;92;8;354075.44;3662;100.2
34257;2023;4;3;1;75;25;202000;2058.5;97.25
34258;2023;29;29;0;100;0;210079.206896552;2104.27586206897;101.965517241379
34259;2023;54;29;25;53.7037037037037;46.2962962962963;267363.981481481;3021.81481481481;77.0925925925926
34260;2023;11;11;0;100;0;55931.8181818182;821;78
34261;2023;3;2;1;66.6666666666667;33.3333333333333;276725;2958.33333333333;111.666666666667
34262;2023;4;4;0;100;0;256900;1427.75;158
34263;2023;5;4;1;80;20;515148;3239.8;157.6
34265;2023;6;6;0;100;0;604915;4056.83333333333;160.666666666667
34266;2023;6;6;0;100;0;659151.333333333;4653.83333333333;138.833333333333
34267;2023;18;16;2;88.8888888888889;11.1111111111111;256811.666666667;2608.27777777778;97.2222222222222
34268;2023;9;9;0;100;0;251877.777777778;2327;106.333333333333
34269;2023;3;3;0;100;0;174010;1298;122.333333333333
34270;2023;126;83;43;65.8730158730159;34.1269841269841;425847.333333333;4190.81746031746;101.587301587302
34271;2023;4;4;0;100;0;103875;1639.25;67.75
34272;2023;24;24;0;100;0;355598;3906.95833333333;90.8333333333333
34273;2023;1;1;0;100;0;360000;3956;91
34274;2023;15;15;0;100;0;299823.866666667;2984;95.6666666666667
34276;2023;40;37;3;92.5;7.5;406168.925;4072.875;98.75
34277;2023;4;4;0;100;0;124230;2222;58.75
34278;2023;2;2;0;100;0;247327;2315.5;106.5
34279;2023;9;9;0;100;0;133502.777777778;1580.22222222222;86.8888888888889
34280;2023;2;2;0;100;0;285322;3102;93.5
34281;2023;48;47;1;97.9166666666667;2.08333333333333;214470.416666667;2289.54166666667;92
34282;2023;9;7;2;77.7777777777778;22.2222222222222;377004.444444444;3288.77777777778;104.222222222222
34283;2023;2;2;0;100;0;126450;1117.5;105.5
34284;2023;22;19;3;86.3636363636364;13.6363636363636;81281;1318.90909090909;65.8636363636364
34285;2023;8;8;0;100;0;253012.5;2809.375;81.5
34286;2023;1;0;1;0;100;151100;1558;97
34287;2023;4;4;0;100;0;116950;2347.75;49.75
34288;2023;10;10;0;100;0;368955;2918.2;131.6
34289;2023;45;45;0;100;0;224865.666666667;2466.44444444444;91.8666666666667
34290;2023;4;4;0;100;0;545675;4529.25;120.5
34291;2023;12;12;0;100;0;103925;2103.08333333333;57.75
34292;2023;9;9;0;100;0;271922.777777778;2477.22222222222;116.666666666667
34293;2023;36;36;0;100;0;134485.277777778;1773.69444444444;76.0277777777778
34294;2023;7;7;0;100;0;332171.857142857;3054.85714285714;110.142857142857
34295;2023;41;37;4;90.2439024390244;9.75609756097561;338060.609756098;3499.34146341463;95.4634146341463
34296;2023;9;9;0;100;0;361355.555555556;3266.44444444444;116.333333333333
34297;2023;3;2;1;66.6666666666667;33.3333333333333;331700;3023.66666666667;107
34298;2023;63;61;2;96.8253968253968;3.17460317460317;277021.380952381;2790.93650793651;97.6507936507936
34299;2023;144;104;40;72.2222222222222;27.7777777777778;259150.388888889;3295.53472222222;79.3541666666667
34300;2023;92;88;4;95.6521739130435;4.34782608695652;234181.043478261;2411.60869565217;94.7934782608696
34301;2023;1099;138;961;12.5568698817106;87.4431301182894;238534.440400364;3893.56414922657;60.0136487716106
34302;2023;14;14;0;100;0;146121.428571429;1689.35714285714;91.1428571428571
34304;2023;11;11;0;100;0;210783.090909091;2211.09090909091;96.9090909090909
34305;2023;6;6;0;100;0;85416.6666666667;1351.5;61.6666666666667
34306;2023;3;3;0;100;0;173333.333333333;2268;71
34307;2023;23;21;2;91.304347826087;8.69565217391304;474870.434782609;4129.91304347826;113.739130434783
34308;2023;12;11;1;91.6666666666667;8.33333333333333;193563.333333333;2214.83333333333;87.8333333333333
34309;2023;43;39;4;90.6976744186046;9.30232558139535;460058.302325581;4241.23255813954;108.790697674419
34310;2023;45;42;3;93.3333333333333;6.66666666666667;245238.844444444;2630.37777777778;94.3111111111111
34311;2023;20;19;1;95;5;286836;2682.9;98.1
34312;2023;21;20;1;95.2380952380952;4.76190476190476;206048.333333333;1878.52380952381;110.809523809524
34313;2023;3;3;0;100;0;156666.666666667;1574;86.3333333333333
34314;2023;4;3;1;75;25;416397.5;4504.5;89.75
34315;2023;2;2;0;100;0;224800;3278.5;73.5
34316;2023;2;2;0;100;0;141000;1290.5;93.5
34317;2023;2;2;0;100;0;219375;1627;129
34318;2023;4;4;0;100;0;513072.5;3916.25;129
34319;2023;2;2;0;100;0;148000;2417.5;77.5
34320;2023;12;12;0;100;0;400577.5;3503.83333333333;114.166666666667
34321;2023;24;23;1;95.8333333333333;4.16666666666667;352028.291666667;3767.41666666667;92.25
34322;2023;1;1;0;100;0;369700;1232;300
34324;2023;316;99;217;31.3291139240506;68.6708860759494;168191.639240506;3686.60759493671;47.3101265822785
34325;2023;23;21;2;91.304347826087;8.69565217391304;245020.043478261;2497.52173913043;95.5652173913043
34326;2023;1;1;0;100;0;85000;752;113
