INSEE_COM;Annee;Nb_mutations;NbMaisons;NbApparts;propmaison;propappart;PrixMoyen;Prixm2Moyen;SurfaceMoy
08109;2023;2;2;0;100;0;64500;1109.5;61
08110;2023;5;5;0;100;0;120195;1235.8;94.6
08111;2023;8;8;0;100;0;235118.75;2351.125;101.25
08115;2023;3;3;0;100;0;116333.333333333;987.333333333333;126.333333333333
08116;2023;10;10;0;100;0;151050;1219;127.3
08117;2023;2;2;0;100;0;95000;570.5;167
08119;2023;4;4;0;100;0;162325;1548;100
08120;2023;1;1;0;100;0;165000;917;180
08121;2023;2;2;0;100;0;115000;1174.5;96.5
08122;2023;15;15;0;100;0;160866.666666667;1546.6;106.8
08124;2023;2;2;0;100;0;122500;1767.5;69
08125;2023;3;3;0;100;0;232353.333333333;1924;125.333333333333
08126;2023;3;3;0;100;0;118800;1786;66
08130;2023;1;1;0;100;0;134000;1340;100
08131;2023;1;1;0;100;0;105000;1167;90
08132;2023;1;1;0;100;0;105000;1235;85
08133;2023;7;7;0;100;0;120037.428571429;1154.57142857143;98.5714285714286
08135;2023;2;2;0;100;0;64750;469.5;144
08136;2023;7;7;0;100;0;92157.1428571429;1266.85714285714;84.4285714285714
08137;2023;3;3;0;100;0;254000;1840.66666666667;141.333333333333
08138;2023;2;2;0;100;0;84000;850.5;100
08139;2023;9;8;1;88.8888888888889;11.1111111111111;70007.6666666667;1000.66666666667;71.1111111111111
08140;2023;13;11;2;84.6153846153846;15.3846153846154;114111.538461538;1243.46153846154;91.7692307692308
08141;2023;1;1;0;100;0;37000;578;64
08142;2023;13;10;3;76.9230769230769;23.0769230769231;106246.153846154;1248.92307692308;82.6153846153846
08144;2023;1;1;0;100;0;165000;1154;143
08145;2023;14;13;1;92.8571428571429;7.14285714285714;144964.285714286;1276.42857142857;112.214285714286
08147;2023;3;3;0;100;0;108333.333333333;1321.66666666667;84.6666666666667
08148;2023;1;1;0;100;0;209800;1720;122
08149;2023;4;4;0;100;0;135618.25;1057.25;125.5
08150;2023;4;4;0;100;0;121000;1262.75;99.75
08151;2023;2;2;0;100;0;71100;730.5;113
08153;2023;4;4;0;100;0;101475;1023.25;101
08156;2023;3;3;0;100;0;198491;1453.66666666667;135
08158;2023;2;2;0;100;0;203500;1945.5;105
08160;2023;1;1;0;100;0;316250;2027;156
08162;2023;3;3;0;100;0;283400;2572;109.333333333333
08164;2023;2;2;0;100;0;101300;1388.5;67.5
08165;2023;1;1;0;100;0;270000;1875;144
08166;2023;3;3;0;100;0;42666.6666666667;650.333333333333;65.6666666666667
08167;2023;2;2;0;100;0;87500;941.5;85.5
08168;2023;1;1;0;100;0;30000;469;64
08169;2023;1;1;0;100;0;1,00E+05;943;106
08170;2023;2;2;0;100;0;241500;1638.5;153
08171;2023;1;1;0;100;0;55000;696;79
08172;2023;1;1;0;100;0;2,00E+05;1439;139
08173;2023;16;16;0;100;0;135134.375;1616.8125;89.9375
08174;2023;24;24;0;100;0;171804.166666667;1423.79166666667;114.75
08175;2023;4;4;0;100;0;187000;1433.25;127.25
08179;2023;6;6;0;100;0;143897.5;940.666666666667;169.833333333333
08180;2023;19;17;2;89.4736842105263;10.5263157894737;140815.789473684;1764.84210526316;83.2631578947368
08182;2023;1;1;0;100;0;110000;1964;56
08183;2023;18;18;0;100;0;110592.555555556;1294.55555555556;83.4444444444444
08184;2023;2;2;0;100;0;77500;770;104.5
08185;2023;38;36;2;94.7368421052632;5.26315789473684;89030.2631578947;1110.92105263158;79.2105263157895
08187;2023;3;3;0;100;0;173866.666666667;1912;100.333333333333
08188;2023;11;11;0;100;0;98427.2727272727;1136.09090909091;84.4545454545455
08189;2023;2;2;0;100;0;366250;4516.5;97
08190;2023;48;40;8;83.3333333333333;16.6666666666667;129231.25;1334.27083333333;97.2916666666667
08191;2023;6;6;0;100;0;173416.666666667;1748.66666666667;98.1666666666667
08192;2023;1;1;0;100;0;156508;2174;72
08193;2023;4;4;0;100;0;89800;1119.5;87
08194;2023;11;11;0;100;0;182709.090909091;1507;121.363636363636
08195;2023;2;2;0;100;0;76500;1080.5;75
08197;2023;2;2;0;100;0;96130;727;126
08199;2023;12;12;0;100;0;177304.166666667;1881.91666666667;99.5
08200;2023;1;1;0;100;0;115000;1198;96
08201;2023;1;1;0;100;0;234045;2000;117
08202;2023;4;4;0;100;0;84000;1451;62.25
08203;2023;1;1;0;100;0;74000;692;107
08204;2023;1;1;0;100;0;90000;600;150
08206;2023;2;2;0;100;0;198300;1436.5;127.5
08207;2023;2;2;0;100;0;131500;1484.5;70.5
08208;2023;1;1;0;100;0;50000;417;120
08209;2023;5;5;0;100;0;153860;1728.2;85.6
08210;2023;2;2;0;100;0;118250;1236;89.5
08211;2023;6;6;0;100;0;168416.666666667;1453;98.5
08212;2023;2;2;0;100;0;224500;2210.5;101.5
08214;2023;11;11;0;100;0;101881.818181818;1287.18181818182;92.0909090909091
08215;2023;3;3;0;100;0;163440.666666667;1143.33333333333;108
08216;2023;3;3;0;100;0;166900;1551.33333333333;111.666666666667
08217;2023;1;1;0;100;0;109450;4560;24
08218;2023;15;15;0;100;0;88693.3333333333;1119.06666666667;85.0666666666667
08219;2023;4;4;0;100;0;89625;1084.5;87
08220;2023;5;5;0;100;0;180480;1580.6;118
08222;2023;22;21;1;95.4545454545455;4.54545454545455;114975.227272727;1264.77272727273;93.2272727272727
08223;2023;1;1;0;100;0;227350;2842;80
08225;2023;4;4;0;100;0;127712.5;1256.25;98.75
08226;2023;2;2;0;100;0;134500;962;140.5
08228;2023;3;3;0;100;0;224100;1764.66666666667;127.666666666667
08229;2023;2;2;0;100;0;297500;1870.5;157.5
08230;2023;3;3;0;100;0;255000;1665.66666666667;183
08232;2023;7;7;0;100;0;116111.714285714;1239.57142857143;90.4285714285714
08233;2023;1;1;0;100;0;75000;528;142
08234;2023;2;2;0;100;0;163300;2425.5;75
08235;2023;2;2;0;100;0;252375;2066;125
08236;2023;3;3;0;100;0;157520;1756.66666666667;102.333333333333
08237;2023;5;5;0;100;0;89100;888.2;103.6
08239;2023;11;11;0;100;0;174977.272727273;1731.81818181818;103.636363636364
08242;2023;3;3;0;100;0;118666.666666667;885.333333333333;122.333333333333
08243;2023;2;2;0;100;0;50000;616;76
08246;2023;3;3;0;100;0;103333.333333333;654;145.666666666667
08247;2023;1;1;0;100;0;3,00E+05;1796;167
08248;2023;9;9;0;100;0;167476.111111111;1424.55555555556;125.777777777778
08249;2023;2;2;0;100;0;227500;2191;157.5
08251;2023;1;1;0;100;0;46000;511;90
08252;2023;3;3;0;100;0;1,00E+05;983.666666666667;109.333333333333
08254;2023;4;4;0;100;0;135000;1294.75;106
08255;2023;3;3;0;100;0;111666.666666667;1159;93.3333333333333
08256;2023;1;1;0;100;0;90000;1154;78
08257;2023;2;2;0;100;0;77400;1028.5;64
08259;2023;3;3;0;100;0;75666.6666666667;667;113.666666666667
08260;2023;9;9;0;100;0;173311.111111111;1463.11111111111;117.222222222222
08262;2023;5;5;0;100;0;115651.4;1613;83.4
08263;2023;7;7;0;100;0;171271.428571429;1879.57142857143;95.5714285714286
08264;2023;5;5;0;100;0;124220;1174;101.8
08271;2023;1;1;0;100;0;70000;833;84
08272;2023;1;1;0;100;0;1,00E+05;1000;100
08275;2023;2;2;0;100;0;101700;1240.5;82.5
08276;2023;12;12;0;100;0;192616.666666667;2492.5;99.9166666666667
08278;2023;1;1;0;100;0;202500;1558;130
08279;2023;1;1;0;100;0;35000;530;66
08281;2023;3;3;0;100;0;174350;1701;102
08282;2023;9;8;1;88.8888888888889;11.1111111111111;136366.666666667;1402;98.3333333333333
08283;2023;3;3;0;100;0;128333.333333333;825;150
08284;2023;14;14;0;100;0;117357.142857143;1292.78571428571;98.8571428571429
08289;2023;5;5;0;100;0;110200;1357;95.6
08293;2023;1;1;0;100;0;80000;762;105
08294;2023;1;1;0;100;0;50000;1000;50
08295;2023;1;1;0;100;0;175000;1094;160
08296;2023;2;2;0;100;0;90000;975;105
08297;2023;3;3;0;100;0;227000;1912.66666666667;116
08298;2023;19;13;6;68.4210526315789;31.5789473684211;133051.631578947;1680.21052631579;72.9473684210526
08302;2023;25;24;1;96;4;89032;1055.52;87.2
08303;2023;3;3;0;100;0;127333.333333333;1500.66666666667;105.666666666667
08304;2023;1;1;0;100;0;95000;1056;90
08306;2023;1;1;0;100;0;32000;582;55
08310;2023;3;3;0;100;0;86666.6666666667;986;94.6666666666667
08311;2023;30;29;1;96.6666666666667;3.33333333333333;91281;1054.33333333333;87.6333333333333
08312;2023;1;1;0;100;0;1,00E+05;1449;69
08313;2023;2;2;0;100;0;121000;1595;75
08314;2023;13;13;0;100;0;204035.692307692;1861.15384615385;110.538461538462
08315;2023;1;1;0;100;0;51000;680;75
08316;2023;19;19;0;100;0;92642.1052631579;959.105263157895;98.6315789473684
08317;2023;2;2;0;100;0;173000;1224.5;155
08318;2023;6;6;0;100;0;146916.666666667;1581.16666666667;100.5
08320;2023;5;5;0;100;0;169200;1500;111.2
08322;2023;2;2;0;100;0;130000;1811;76
08325;2023;1;1;0;100;0;53000;616;86
08326;2023;1;1;0;100;0;130000;823;158
08327;2023;6;6;0;100;0;196766.666666667;1961.83333333333;102.666666666667
08328;2023;62;53;9;85.4838709677419;14.5161290322581;99368.1612903226;1163.53225806452;84.6612903225806
08330;2023;8;8;0;100;0;180578.75;1563.25;129.25
08331;2023;11;11;0;100;0;118718.181818182;1352.18181818182;88.4545454545455
08333;2023;4;4;0;100;0;73250;840.75;84
08335;2023;1;1;0;100;0;187600;2181;86
08336;2023;1;1;0;100;0;80000;678;118
08338;2023;2;2;0;100;0;105000;820.5;135
08339;2023;2;2;0;100;0;201858.5;1746.5;114
08340;2023;1;1;0;100;0;55000;500;110
08341;2023;12;12;0;100;0;157670;1583.66666666667;100.583333333333
08342;2023;3;3;0;100;0;137333.333333333;1546;91.6666666666667
08343;2023;13;11;2;84.6153846153846;15.3846153846154;136198.461538462;1401.92307692308;101.230769230769
08344;2023;4;4;0;100;0;165500;1120.5;144.5
08346;2023;23;23;0;100;0;236069.565217391;1998.39130434783;128.173913043478
08347;2023;3;3;0;100;0;91333.3333333333;951.666666666667;86.3333333333333
08348;2023;1;1;0;100;0;180000;1000;180
08349;2023;14;14;0;100;0;95553.5714285714;1143.42857142857;82.8571428571429
08350;2023;1;1;0;100;0;75000;424;177
08352;2023;2;2;0;100;0;147200;1468;99
08353;2023;8;7;1;87.5;12.5;194125;1966.5;98.625
08354;2023;11;9;2;81.8181818181818;18.1818181818182;98545.4545454545;1059.36363636364;93.1818181818182
08355;2023;1;1;0;100;0;355000;2219;160
08356;2023;1;1;0;100;0;190000;1462;130
08357;2023;13;13;0;100;0;110153.846153846;1340;94.6153846153846
08358;2023;3;3;0;100;0;169666.666666667;1309.33333333333;128.333333333333
08361;2023;21;21;0;100;0;139653.238095238;1336.95238095238;107.571428571429
08362;2023;70;51;19;72.8571428571428;27.1428571428571;151304.314285714;1740.02857142857;88.0285714285714
08363;2023;65;60;5;92.3076923076923;7.69230769230769;100723.784615385;1198.75384615385;87.2153846153846
08365;2023;16;16;0;100;0;139204.375;1469.5625;96.875
08366;2023;10;10;0;100;0;119510;1104.9;107
08367;2023;16;15;1;93.75;6.25;140562.5;1364.375;101.8125
08368;2023;5;5;0;100;0;155900;1827.2;88.8
08370;2023;6;6;0;100;0;141616.666666667;1598;100.833333333333
08374;2023;1;1;0;100;0;157000;1635;96
08376;2023;6;6;0;100;0;83500;1234.16666666667;75.8333333333333
08377;2023;1;1;0;100;0;322700;1306;247
08379;2023;4;4;0;100;0;245250;1476.75;161.25
08381;2023;6;6;0;100;0;145166.666666667;1606.66666666667;92
08383;2023;2;2;0;100;0;215000;1995.5;110
08384;2023;4;4;0;100;0;100750;951.75;108
08385;2023;10;10;0;100;0;164740;1541.1;109.1
08386;2023;3;3;0;100;0;182666.666666667;1978.66666666667;92.3333333333333
08388;2023;5;5;0;100;0;276000;1996;142.2
08389;2023;3;3;0;100;0;89100;1126.66666666667;76
08390;2023;1;1;0;100;0;108000;422;256
08391;2023;14;14;0;100;0;100028.571428571;1104.5;94.4285714285714
08392;2023;4;3;1;75;25;111131.25;855.5;133.75
08395;2023;1;1;0;100;0;182000;1273;143
08396;2023;1;1;0;100;0;126600;1161;109
08399;2023;6;6;0;100;0;122850.166666667;893.333333333333;128.666666666667
08400;2023;5;5;0;100;0;109836;1066.8;100.2
08402;2023;7;7;0;100;0;131457.142857143;1098.85714285714;129.857142857143
08403;2023;18;18;0;100;0;168386.111111111;1805.44444444444;96.8333333333333
08404;2023;2;2;0;100;0;223075;1864;117.5
08405;2023;3;3;0;100;0;62500;1093;60
08406;2023;6;6;0;100;0;119950;1214.83333333333;102
08408;2023;11;11;0;100;0;146240.909090909;1554.45454545455;99.1818181818182
08409;2023;175;69;106;39.4285714285714;60.5714285714286;91057.7142857143;1145.90857142857;78.84
08410;2023;2;2;0;100;0;128500;737;148.5
08413;2023;3;3;0;100;0;92066.6666666667;883.333333333333;105.666666666667
08415;2023;1;1;0;100;0;75000;773;97
08416;2023;3;3;0;100;0;175980;1681.66666666667;101.333333333333
08418;2023;2;2;0;100;0;84995;814.5;105.5
08419;2023;8;8;0;100;0;128250;1104.75;114.125
08420;2023;9;9;0;100;0;175344.111111111;2062.55555555556;93.5555555555556
08421;2023;1;1;0;100;0;55000;1310;42
08422;2023;3;3;0;100;0;156666.666666667;1080.66666666667;140
08424;2023;1;1;0;100;0;80000;1000;80
08427;2023;2;2;0;100;0;126500;872.5;154
08428;2023;1;1;0;100;0;2,00E+05;1504;133
08429;2023;4;4;0;100;0;153575;2018.5;98.25
08430;2023;1;1;0;100;0;150000;1500;100
08431;2023;2;2;0;100;0;84500;816.5;102.5
08433;2023;1;1;0;100;0;65200;767;85
08434;2023;3;3;0;100;0;145000;1302;103.666666666667
08435;2023;5;5;0;100;0;163700;1644;100.2
08436;2023;6;6;0;100;0;169298.833333333;1411;121.666666666667
08437;2023;2;2;0;100;0;87500;699.5;131.5
08439;2023;2;2;0;100;0;93000;1309.5;77
08444;2023;1;1;0;100;0;80000;503;159
08445;2023;6;6;0;100;0;147133.333333333;1143;130
08446;2023;1;1;0;100;0;70000;479;146
08448;2023;20;20;0;100;0;108625;1110.95;101.7
08449;2023;6;6;0;100;0;93500;876.666666666667;101.166666666667
08450;2023;1;1;0;100;0;115240;1280;90
08451;2023;5;5;0;100;0;150100;1445.8;104.2
08452;2023;1;1;0;100;0;185000;1005;184
08453;2023;3;3;0;100;0;73333.3333333333;941.333333333333;78
08456;2023;1;1;0;100;0;207300;1491;139
08457;2023;4;3;1;75;25;157425;1280.25;122.5
08458;2023;2;2;0;100;0;138000;1154;119.5
08459;2023;3;3;0;100;0;71666.6666666667;883.333333333333;75.6666666666667
08460;2023;4;4;0;100;0;198000;1496.25;165.25
08461;2023;5;5;0;100;0;61000;1022.2;56.6
08462;2023;4;4;0;100;0;72400;1264.75;68.5
08464;2023;1;1;0;100;0;154000;1305;118
08465;2023;1;1;0;100;0;56000;1400;40
08466;2023;2;2;0;100;0;65000;511;127.5
08468;2023;3;3;0;100;0;112933.333333333;929.666666666667;119.333333333333
08469;2023;8;8;0;100;0;185313.875;1172.375;156.25
08470;2023;1;1;0;100;0;38500;592;65
08472;2023;2;2;0;100;0;174500;1090;164.5
08473;2023;4;4;0;100;0;187875;1695.75;111.75
08476;2023;2;2;0;100;0;219800;1633;134
08477;2023;1;1;0;100;0;130000;802;162
08478;2023;3;3;0;100;0;153238.333333333;1198;125
08479;2023;4;4;0;100;0;145850;1062.25;132
08480;2023;31;29;2;93.5483870967742;6.45161290322581;161250.322580645;1616.54838709677;107.967741935484
08481;2023;2;1;1;50;50;204800;1633;123
08483;2023;4;4;0;100;0;107487.5;1146.75;94
08484;2023;2;2;0;100;0;73800;975.5;78
08485;2023;2;2;0;100;0;147400;1249;118
08486;2023;21;20;1;95.2380952380952;4.76190476190476;116073.333333333;1143.85714285714;98.8095238095238
08487;2023;20;20;0;100;0;126928;1399.25;90.1
08488;2023;34;33;1;97.0588235294118;2.94117647058824;162138.235294118;1465.55882352941;113.058823529412
08490;2023;34;29;5;85.2941176470588;14.7058823529412;108102.735294118;1135.02941176471;96.9705882352941
08491;2023;24;22;2;91.6666666666667;8.33333333333333;137031.208333333;1552.875;90.6666666666667
08492;2023;2;2;0;100;0;174250;1433.5;123
08494;2023;10;10;0;100;0;123310.6;1213.3;103.3
08496;2023;1;1;0;100;0;210000;1944;108
08497;2023;15;14;1;93.3333333333333;6.66666666666667;149630;1642.46666666667;93.3333333333333
08498;2023;3;3;0;100;0;171666.666666667;1505.66666666667;113.666666666667
09001;2023;1;1;0;100;0;95000;1092;87
09002;2023;5;5;0;100;0;163400;1781.6;92.4
09003;2023;7;7;0;100;0;108119.285714286;1326.42857142857;82.1428571428571
09004;2023;2;2;0;100;0;57250;510.5;109
09005;2023;7;7;0;100;0;135478.571428571;1659.28571428571;93.7142857142857
09006;2023;1;1;0;100;0;73000;497;147
09008;2023;7;7;0;100;0;142402.857142857;2483.28571428571;57
09009;2023;2;2;0;100;0;91230;1107;95.5
09011;2023;1;1;0;100;0;181890;2362;77
09012;2023;1;1;0;100;0;60000;1714;35
09014;2023;4;4;0;100;0;127695;2473.5;55
09015;2023;4;4;0;100;0;187500;1863.25;96.25
09016;2023;2;2;0;100;0;71250;1030;75
09017;2023;1;1;0;100;0;70000;1207;58
09018;2023;3;3;0;100;0;77666.6666666667;1382.33333333333;50.3333333333333
09019;2023;10;10;0;100;0;115200;1205.7;91.5
09021;2023;2;2;0;100;0;249900;1798.5;137.5
09022;2023;6;6;0;100;0;159166.666666667;1498.5;110.333333333333
09023;2023;4;4;0;100;0;83280;1572.75;62
09024;2023;4;4;0;100;0;191750;1589;121.75
09025;2023;2;2;0;100;0;164750;1891.5;83.5
09026;2023;3;3;0;100;0;75000;1339.33333333333;70
09027;2023;3;3;0;100;0;116323.333333333;2561;55.6666666666667
09029;2023;8;2;6;25;75;56006.25;1142.5;51.75
09030;2023;6;6;0;100;0;78287.3333333333;1196.66666666667;75.8333333333333
09032;2023;94;20;74;21.2765957446809;78.7234042553192;121185.14893617;2551.06382978723;53.0531914893617
09033;2023;2;2;0;100;0;78500;1238;56.5
09034;2023;2;2;0;100;0;97500;1427;75
09035;2023;4;4;0;100;0;54745;1049;56.25
09038;2023;10;10;0;100;0;118355.1;1228;98.6
09039;2023;2;2;0;100;0;93500;793;128
09040;2023;3;3;0;100;0;110000;1564.33333333333;73.3333333333333
09041;2023;7;7;0;100;0;115571.428571429;1431.14285714286;97.1428571428571
09042;2023;12;12;0;100;0;180192.5;1517.25;120.416666666667
09043;2023;12;12;0;100;0;144912.5;1337.58333333333;117
09044;2023;1;1;0;100;0;106000;1104;96
09045;2023;3;3;0;100;0;115000;1380;92.6666666666667
09046;2023;1;1;0;100;0;238000;1983;120
09047;2023;23;22;1;95.6521739130435;4.34782608695652;141711.739130435;1411.47826086957;104.304347826087
09048;2023;1;1;0;100;0;122000;1220;100
09049;2023;1;1;0;100;0;87000;2071;42
09050;2023;5;5;0;100;0;207900;1965.2;107
09051;2023;3;3;0;100;0;104848.333333333;725;145.666666666667
09052;2023;1;1;0;100;0;68000;971;70
09054;2023;3;3;0;100;0;171666.666666667;1765;117.333333333333
09055;2023;2;2;0;100;0;95835;1647.5;58.5
09056;2023;1;1;0;100;0;90000;900;100
09057;2023;14;14;0;100;0;113264.714285714;2086.85714285714;54.2142857142857
09058;2023;6;6;0;100;0;216431.666666667;2046.66666666667;102.166666666667
09059;2023;6;6;0;100;0;82718.3333333333;1218;63.1666666666667
09060;2023;17;17;0;100;0;149886.470588235;1436.82352941176;104
09061;2023;10;10;0;100;0;59418;950.9;65.1
09062;2023;7;7;0;100;0;129285.714285714;1601.28571428571;78.8571428571429
09063;2023;4;4;0;100;0;64975;912;72
09064;2023;1;1;0;100;0;220700;2164;102
09065;2023;11;11;0;100;0;108039.545454545;1924;59.2727272727273
09066;2023;10;10;0;100;0;202178;1852;101.9
09067;2023;2;2;0;100;0;137000;1766;83
09069;2023;1;1;0;100;0;18000;720;25
09070;2023;10;10;0;100;0;146621;1512.1;105.1
09071;2023;1;1;0;100;0;129000;1290;100
09074;2023;5;5;0;100;0;102000;1396.2;73.4
09075;2023;8;8;0;100;0;87193.75;1864.75;80.875
09076;2023;2;2;0;100;0;135950;2117.5;81
09077;2023;2;2;0;100;0;84977.5;1392;63
09078;2023;2;1;1;50;50;92545;1169.5;76.5
09079;2023;11;11;0;100;0;295413.636363636;1899.90909090909;153.181818181818
09080;2023;3;3;0;100;0;227748.333333333;2708.66666666667;87.3333333333333
09081;2023;2;2;0;100;0;160000;1449;112
09082;2023;11;11;0;100;0;171954.545454545;2040.81818181818;88.5454545454545
09083;2023;1;1;0;100;0;40000;727;55
09084;2023;1;1;0;100;0;150000;811;185
09085;2023;4;3;1;75;25;84334;1605;63.25
09086;2023;3;3;0;100;0;76133.3333333333;780.333333333333;100.666666666667
09087;2023;2;2;0;100;0;93025;1567;57.5
09089;2023;1;1;0;100;0;134450;1511;89
09091;2023;2;2;0;100;0;140432.5;1059.5;116
09092;2023;1;1;0;100;0;113000;1614;70
09093;2023;1;1;0;100;0;40000;667;60
09094;2023;6;6;0;100;0;208911.666666667;2347.83333333333;98.6666666666667
09095;2023;4;4;0;100;0;112787.5;1656.5;68.25
09096;2023;4;2;2;50;50;99345;1206.25;89.25
09097;2023;2;2;0;100;0;81000;878;93.5
09099;2023;4;4;0;100;0;251000;1860.5;139
09100;2023;10;4;6;40;60;56737.5;874.7;72
09101;2023;4;4;0;100;0;235425;1629;144.75
09103;2023;4;4;0;100;0;287987.5;2247.25;126.25
09104;2023;7;7;0;100;0;166655.714285714;1990.71428571429;85.5714285714286
09105;2023;27;26;1;96.2962962962963;3.7037037037037;113112.962962963;1463.22222222222;80.0740740740741
09106;2023;4;4;0;100;0;80805;795.75;96.5
09107;2023;10;10;0;100;0;125700;1518.5;93.4
09108;2023;2;2;0;100;0;40000;641.5;66
09110;2023;1;1;0;100;0;95652;2733;35
09111;2023;3;3;0;100;0;106333.333333333;1741.33333333333;59.6666666666667
09113;2023;10;10;0;100;0;117269.5;2417.7;57.6
09114;2023;4;4;0;100;0;182750;2150.5;83.25
09116;2023;2;2;0;100;0;138500;1183;114
09117;2023;2;2;0;100;0;90000;966;114.5
09118;2023;1;1;0;100;0;110000;917;120
09119;2023;6;6;0;100;0;92416.6666666667;1403.5;74
09120;2023;1;1;0;100;0;123050;1099;112
09121;2023;11;11;0;100;0;179625.636363636;1970.18181818182;92.9090909090909
09122;2023;168;84;84;50;50;126037.041666667;1648.85119047619;78.9285714285714
09124;2023;15;14;1;93.3333333333333;6.66666666666667;127556.666666667;1544.46666666667;81.3333333333333
09125;2023;8;8;0;100;0;91243.75;1562.375;59
09126;2023;2;2;0;100;0;128397;1902;78.5
09127;2023;2;2;0;100;0;331579.5;2841.5;127
09128;2023;5;5;0;100;0;234952.8;2374;99.4
09129;2023;7;7;0;100;0;195400;2045.85714285714;93.2857142857143
09130;2023;9;9;0;100;0;160791.111111111;1329.77777777778;120.111111111111
09131;2023;3;3;0;100;0;168000;1781.33333333333;102
09132;2023;2;2;0;100;0;198500;2012;102
09134;2023;2;2;0;100;0;90500;1629.5;56
09136;2023;2;2;0;100;0;139905;1836;74
09137;2023;1;1;0;100;0;222000;3639;61
09138;2023;3;3;0;100;0;129516.666666667;1479.33333333333;76.6666666666667
09139;2023;4;1;3;25;75;114127.5;1781.25;77.75
09140;2023;2;2;0;100;0;248530;2539.5;84.5
09141;2023;1;1;0;100;0;86896;1738;50
09142;2023;2;2;0;100;0;181200;1692;109.5
09143;2023;1;1;0;100;0;192035;2743;70
09145;2023;5;5;0;100;0;189926;1619.6;122.8
09146;2023;1;1;0;100;0;235000;2080;113
09147;2023;4;4;0;100;0;215977.5;2216.25;99
09148;2023;3;3;0;100;0;146333.333333333;1725;80
09149;2023;5;5;0;100;0;133892;1648.6;112.4
09150;2023;5;5;0;100;0;158268;2002.2;77.8
09151;2023;2;2;0;100;0;157000;1400;120
09152;2023;4;4;0;100;0;98320;1563.25;68
09157;2023;31;30;1;96.7741935483871;3.2258064516129;124361.483870968;1235.93548387097;99.1935483870968
09158;2023;9;9;0;100;0;147052.222222222;2045;86.6666666666667
09159;2023;2;2;0;100;0;117340;1365.5;84.5
09160;2023;89;80;9;89.8876404494382;10.1123595505618;98989.3146067416;1068.12359550562;91.7865168539326
09161;2023;10;9;1;90;10;145323.7;1684.8;89.9
09164;2023;5;5;0;100;0;120244;946.4;126
09165;2023;5;5;0;100;0;82600;1080.8;77
09166;2023;1;1;0;100;0;237500;4025;59
09167;2023;27;27;0;100;0;183426.666666667;1898.66666666667;96.6666666666667
09168;2023;3;3;0;100;0;91166.6666666667;1298.33333333333;79.6666666666667
09169;2023;1;1;0;100;0;88000;978;90
09170;2023;4;4;0;100;0;104437.5;1242.5;85
09173;2023;2;2;0;100;0;103440;1797;57
09174;2023;6;6;0;100;0;232549;2162.16666666667;109.166666666667
09175;2023;2;2;0;100;0;296250;1933.5;155.5
09176;2023;6;6;0;100;0;153422.5;1751.16666666667;93.6666666666667
09177;2023;5;5;0;100;0;127498.4;1367.6;101.2
09178;2023;1;1;0;100;0;190000;1418;134
09179;2023;2;2;0;100;0;159500;1613;99
09180;2023;2;2;0;100;0;152500;1224.5;116.5
09181;2023;10;9;1;90;10;109800;1325.3;83.8
09182;2023;21;20;1;95.2380952380952;4.76190476190476;100630.238095238;1444.61904761905;77.4285714285714
09183;2023;2;2;0;100;0;45762.5;865.5;59
09185;2023;65;61;4;93.8461538461538;6.15384615384615;162023.4;1781.04615384615;95.4
09186;2023;1;1;0;100;0;136000;2267;60
09187;2023;3;3;0;100;0;201833.333333333;2274.33333333333;86.6666666666667
09188;2023;17;17;0;100;0;152000;1535.64705882353;96.8235294117647
09189;2023;3;3;0;100;0;173333.333333333;1378;100.333333333333
09190;2023;7;7;0;100;0;141571.428571429;1443.28571428571;98.2857142857143
09192;2023;4;4;0;100;0;97317.5;1769.5;57.5
09194;2023;58;45;13;77.5862068965517;22.4137931034483;188529.862068966;1992.25862068966;91.8448275862069
09195;2023;1;1;0;100;0;115000;1597;72
09197;2023;1;1;0;100;0;144100;4803;30
09198;2023;4;4;0;100;0;137500;1635;86.5
09199;2023;5;5;0;100;0;69600;1015.8;75
09200;2023;5;5;0;100;0;329630;3448;119.2
09202;2023;2;2;0;100;0;93225;1313;74.5
09203;2023;1;1;0;100;0;35000;673;52
09204;2023;1;1;0;100;0;250000;1812;138
09205;2023;1;1;0;100;0;1,00E+05;1562;64
09206;2023;31;13;18;41.9354838709677;58.0645161290323;70047.9032258065;1773.61290322581;47.1290322580645
09207;2023;12;11;1;91.6666666666667;8.33333333333333;167625;1779.5;92.9166666666667
09208;2023;2;2;0;100;0;154000;1839;92.5
09209;2023;6;6;0;100;0;196750;1644.83333333333;121.166666666667
09210;2023;8;8;0;100;0;139431.25;1907.625;71.625
09211;2023;5;5;0;100;0;108800;1403.8;72.8
09212;2023;3;3;0;100;0;143440;1495.33333333333;88.6666666666667
09213;2023;2;2;0;100;0;195500;1281;183.5
09214;2023;18;18;0;100;0;160221.277777778;2098.33333333333;86.4444444444444
09216;2023;1;1;0;100;0;118613;1031;115
09217;2023;5;4;1;80;20;124020;1350.8;90.6
09218;2023;2;2;0;100;0;185500;3032.5;61
09219;2023;3;3;0;100;0;89273.3333333333;1745.33333333333;48.6666666666667
09220;2023;2;2;0;100;0;131090;1449;85.5
09221;2023;5;4;1;80;20;72000;999.2;74.6
09222;2023;1;1;0;100;0;285000;2280;125
09223;2023;10;10;0;100;0;96095;1308;77
